motif_count_g1,motif_count_g2,motif_count_other_g1,motif_count_other_g2,motif,oddsratio,pvalue,log2FC,qvalues,-log10-qvalues
3071,144600,442005,19894287,NR/16,0.9559005692233913,0.013430639852276795,-0.06506753499583831,0.016984037840098908,1.7699590512415015
1890,95452,443186,19943435,NR/17,0.8910266646836567,4.7479249838890913e-07,-0.16645948869430116,7.397319588158695e-07,6.130925617964909
2888,113921,442188,19924966,NR/18,1.1423101525821249,5.371537752877172e-12,0.19195441501033889,9.90048134844028e-12,11.004343690060065
2033,135309,443043,19903578,NR/19,0.6749878728514875,4.405516131956342e-78,-0.5670665126263927,2.8235353391174738e-77,76.54920677230193
161,15218,444915,20023669,NR/2,0.47614026126839126,3.11735150325008e-26,-1.0705414700333833,8.293331357703043e-26,25.081270982158127
611,34968,444465,20003919,NR/20,0.7864080247982079,1.0598103602810092e-09,-0.34665005134021565,1.8563137987530721e-09,8.73134860702476
8326,327683,436750,19711204,NR/3,1.1467341195091412,4.7302441062978e-33,0.19753092846714038,1.4658558659076696e-32,31.833908730730595
236,14842,444840,20024045,NR/4,0.7157602173763504,9.098888714280749e-08,-0.4824517352471121,1.466220924244098e-07,6.833800587026831
237,10945,444839,20027942,NR/5,0.9749134216149864,0.7212587802220416,-0.036653990643337346,0.7505349668731208,0.12462906948827929
82,6015,444994,20032872,NR/6,0.6137157678844324,2.4635433647446398e-06,-0.7043574445120794,3.7552390749080453e-06,5.425362408697588
960,57184,444116,19981703,NR/7,0.7553231264317313,2.338779985351168e-19,-0.4048341349896715,5.450710379082887e-19,18.263546893391077
237,11037,444839,20027850,NR/8,0.9667824938017147,0.6279985913335981,-0.048736745422793715,0.6583479656359653,0.18154450211262038
140,7639,444936,20031248,NR/9,0.8250912610825225,0.023972120149985912,-0.27737439415978,0.0297803430938151,1.5260703031287606
33,4831,445043,20034056,NR2E3,0.30749907330466636,1.5669173941648488e-16,-1.7013460322103686,3.249049302606525e-16,15.488243698415713
2433,120306,442643,19918581,NRF1,0.9100381878609787,3.4041316678807393e-06,-0.1360010086071283,5.106197501821109e-06,5.291902391197998
468,26719,444608,20012168,OCT4+SOX2,0.7883925656486449,1.3673678741696953e-07,-0.3430139227073861,2.190896252930989e-07,6.659378187407972
807,56935,444269,19981952,OSR2,0.6375086925447899,1.9743002864694447e-42,-0.6494830813774143,7.230554295901082e-42,41.14082840831767
52,3804,445024,20035083,OVOL1,0.6154185013720027,0.00020922253984409557,-0.7003602787160434,0.0002935361006767908,3.532338479218477
1233,56913,443843,19981974,P53-like/1,0.9753502789597205,0.3928077444671173,-0.036007665805132996,0.42769028548157173,0.36887061415670763
147,6606,444929,20032281,P53-like/2,1.0018863402159446,0.9666959669839787,0.0027188501422333484,0.9744857285680175,0.011224516781910089
237,9621,444839,20029266,P53-like/3,1.1091500671822088,0.11982787702668601,0.14945457427571632,0.13736366390864005,0.8621281337318
121,8335,444955,20030552,PAX-halfsite,0.6535165532433849,8.054356672586979e-07,-0.613704315668966,1.2479827371810593e-06,5.903791422024477
598,31123,444478,20007764,PAX/1,0.8649042226563574,0.0003620742794446429,-0.20938771375549917,0.0004980729112360454,3.3027070776625576
3003,116422,442073,19922465,PAX/2,1.1624368213508822,2.0970553465368086e-15,0.21715230761794257,4.224068626595572e-15,14.374269034624419
2851,90902,442225,19947985,PLAG1,1.4147494088178427,9.491825937603898e-67,0.5005465345609916,5.147490220008267e-66,65.28840446984844
327,33957,444749,20004930,POU/1,0.433152169356415,1.4285650443637284e-67,-1.2070541521306144,8.22153760225656e-67,66.08504695256607
191,16444,444885,20022443,POU/2,0.5227513969449882,3.73751794863022e-23,-0.935803082763251,9.495315869492992e-23,22.02249058352348
345,28694,444731,20010193,POU/3,0.5409808295791816,3.740153941546965e-36,-0.886350623868681,1.1850824848497124e-35,34.92625142056665
1109,59753,443967,19979134,PRDM1,0.8352140682606342,1.1522852972210484e-09,-0.2597820821666863,2.0058299618292323e-09,8.697705885756903
204,15866,444872,20023021,PRDM14,0.5787050177154763,2.437217775358072e-17,-0.7890999417039334,5.2465298675647044e-17,16.28012785043289
916,103840,444160,19935047,PRDM16,0.39592106925126996,1.5526575553844387e-235,-1.3367152513245533,3.127495932988655e-234,233.5048032463929
185,12982,444891,20025905,PRDM4,0.6414586338806834,1.4328590133052065e-10,-0.6405718624943455,2.573670329631008e-10,9.589447084157172
1650,80218,443426,19958669,PRDM5,0.9258114251074656,0.0018648040388907431,-0.11120972836451791,0.0024459290184520445,2.611556150464857
665,32431,444411,20006456,PRDM9,0.92309557345345,0.041557955027082295,-0.11544806867486745,0.05073308795513942,1.2947087028104693
67,3520,445009,20035367,PROX1,0.8569601892883065,0.2288400560185041,-0.222699910445036,0.2540665188866857,0.59505256289457
847,80326,444229,19958561,RBPJ,0.47375039877847175,5.298710614848755e-133,-1.0778009372173925,4.820117398023706e-132,131.31694238402403
637,76604,444439,19962283,REL-halfsite,0.37349606545460196,7.290997013565991e-190,-1.4208350496748103,1.0280305789128046e-188,187.98799396699874
1438,61332,443638,19977555,REST/NRSF,1.0558089892174307,0.04385323996056392,0.07834885436061867,0.05307559514540355,1.2751051273189948
1957,104814,443119,19934073,RFX/1,0.8399379476414169,4.793384686211308e-15,-0.2516453454921162,9.519256912053444e-15,14.021396951992669
292,18099,444784,20020788,RFX/2,0.7262067513885329,1.3892025973566141e-08,-0.46154775226028727,2.290965686868802e-08,7.639981415444009
1240,77182,443836,19961705,RFX/3,0.7225713949223467,7.202673563802325e-33,-0.46878795224062686,2.2077760271654952e-32,31.65604498669458
1540,104944,443536,19933943,RUNX/1,0.659519200856476,3.012182742362081e-67,-0.6005134330190643,1.665559869306092e-66,65.7784397517798
577,27466,444499,20011421,RUNX/2,0.9457743639718899,0.18964276160251667,-0.08043205805239015,0.213064775983704,0.6714883422160783
160,13239,444916,20025648,SCRT1,0.5439680029060886,2.962439155353913e-17,-0.8784063026145897,6.328847286437905e-17,16.198675383620365
449,35851,444627,20003036,SIX/1,0.5634367259894129,3.4568470402895106e-40,-0.8276744902161538,1.2185385817020525e-39,38.914160715510825
79,3580,444997,20035307,SIX/2,0.9935345700591818,1.0,-0.009357927930534382,1.0,-0.0
2297,185380,442779,19853507,SMAD,0.5555822159168423,2.5434824307118436e-208,-0.8479276752282656,3.9847891414485554e-207,206.39959465472663
183,14420,444893,20024467,SMARCA1,0.5712039761353517,1.8454352610468903e-16,-0.8079220729244315,3.798633165074621e-16,15.420372644343708
1645,74594,443431,19964293,SMARCA5,0.9928642880166823,0.7842701842575417,-0.010331561812251353,0.8101252452770211,0.09144783404989804
375,45389,444701,19993498,SNAI2,0.3714508279220718,4.260908943124268e-114,-1.4287568531901227,3.3377120054473436e-113,112.47655113914895
1976,118201,443100,19920686,SOX/1,0.7515680844996805,1.7109285299826726e-39,-0.4120242911837657,5.8130342825917316e-39,38.23559711576776
134,16965,444942,20021922,SOX/2,0.3554293578418536,2.5524257746514967e-46,-1.4923652445179432,1.0282629549310315e-45,44.98789581017316
306,24636,444770,20014251,SOX/3,0.558926996654444,9.93053498462799e-29,-0.8392682347929674,2.772684025410983e-28,27.557099619725875
510,25592,444566,20013295,SOX/4,0.8971153771633205,0.014562800381220004,-0.15663455416072397,0.018333525479928753,1.7367540135289379
399,25509,444677,20013378,SOX/5,0.7039716875648051,2.068910463104902e-13,-0.506410687375954,3.9689302761604236e-13,12.401326530456595
262,13799,444814,20025088,SOX/6,0.8547707695190155,0.010876812921758489,-0.22639052169427482,0.013816492089801322,1.859602207281979
39,1941,445037,20036946,SOX/7,0.9046372779751057,0.5895743385609413,-0.14458864762275292,0.6226964924126797,0.2057235806092703
164,10124,444912,20028763,SOX/8,0.7292420774569964,3.102121293362928e-05,-0.4555302872306073,4.463256146573192e-05,4.350348188254449
252,13926,444824,20024961,SPDEF/1,0.8146247820001529,0.0010130349562984687,-0.2957923911219089,0.001353914017422598,2.8684089153736263
210,10111,444866,20028776,SPDEF/2,0.9350834679503701,0.3617570769492354,-0.0968329454769632,0.3954088980607922,0.4029535617921481
1430,90238,443646,19948649,SPI,0.7125633728032016,5.790825707004449e-41,-0.48890976694975796,2.0671048726269046e-40,39.684637489290566
178,11588,444898,20027299,SPZ1,0.6914701615261895,2.85651094072471e-07,-0.5322610976648616,4.5002015937674204e-07,6.346768030869156
2221,130550,442855,19908337,SREBF1,0.7647951297835779,7.013721743389036e-39,-0.3868547586234233,2.3269053313361273e-38,37.63322128534871
272,18067,444804,20020820,SRF,0.6776353232166875,1.4606058791202587e-11,-0.5614190146368149,2.6573603736252448e-11,10.575549545452697
248,23118,444828,20015769,STAT/1,0.482704764226054,5.527140900330351e-38,-1.0507870288436447,1.7915560159691483e-37,36.746769608348565
516,61697,444560,19977190,STAT/2,0.37582846561260425,6.959014804205347e-152,-1.4118537528689734,8.176842394941283e-151,150.0874143730033
54,6581,445022,20032306,TATA,0.3693612517954283,6.7597994705964434e-18,-1.4368955679679187,1.489268320865779e-17,16.827027048538522
1763,39499,443313,19999388,TBX/1,2.013596513816199,2.8998042890690592e-148,1.0097746238441307,3.0286844796943507e-147,146.51874596795636
663,30842,444413,20008045,TBX/2,0.9678073067081078,0.4166987581654855,-0.04720826363735411,0.4502262444546625,0.3465691928325339
3996,141028,441080,19897859,TBX/3,1.2782303223606462,9.388080717217668e-49,0.354147816714294,4.0112708519020945e-48,47.39671801228535
3800,111179,441276,19927708,TBX/4,1.5435044156067852,3.038132251544983e-133,0.626209610173575,2.855844316452284e-132,131.54426547138766
314,34254,444762,20004633,TCF/LEF,0.41230753199093584,5.214908561923964e-74,-1.2782072784183147,3.063758780130329e-73,72.51374543113548
1037,79379,444039,19959508,TEAD,0.5872213657404438,4.3447590611550095e-77,-0.7680236340512394,2.7227156783238058e-76,75.56499770782715
4634,348049,440442,19690838,TFAP2/1,0.5952386352496479,7.3602296e-316,-0.7484599241636877,6.9186162146e-314,313.15998075965695
1595,97141,443481,19941746,TFAP2/2,0.7383227993842502,2.5474561088825756e-36,-0.437676385305895,8.163438894373707e-36,35.088126853717334
629,33934,444447,20004953,TFCP2,0.8343209447789856,4.234802163098331e-06,-0.26132563163492145,6.285337947335418e-06,5.201671366392156
483,43585,444593,19995302,THAP1,0.49839700948032,1.3356354860267223e-65,-1.0046326830680956,7.10658881244407e-65,64.14833881212935
912,63181,444164,19975706,YY1,0.6491829794846666,8.134003998846288e-44,-0.6233029196086304,3.0583855035662045e-43,42.51450777349548
49,1976,445027,20036911,ZBED1,1.1164866853959432,0.44516046342214166,0.15896604647809254,0.47732034481005303,0.32119005431919884
297,23676,444779,20015211,ZBTB14,0.564500091594319,6.4597095203209064e-27,-0.8249542798011161,1.7515750814716305e-26,25.756571241863302
409,34523,444667,20004364,ZBTB48,0.5329722871712566,7.761672989290786e-45,-0.9078675754113998,2.957826733756759e-44,43.52902727008804
315,13970,444761,20024917,ZBTB49,1.0152153469242713,0.774091501006664,0.021785783555040048,0.8025507473672032,0.09552749648728762
617,38815,444459,20000072,ZBTB6,0.71529539293457,3.6163585354187404e-18,-0.48338894542370103,8.158504855904679e-18,17.088389423638986
1014,69314,444062,19969573,ZBTB7A,0.6578731489184245,1.899553360028396e-45,-0.6041186645270428,7.338000651068599e-45,44.134422254047024
1140,44995,443936,19993892,ZFN121,1.1410838860196124,1.581444112873631e-05,0.19040485428738518,2.2988002053111544e-05,4.638498772750495
3406,227312,441670,19811575,ZFX,0.6721146815504019,4.1275724927189845e-132,-0.5732206767821315,3.5271983119598595e-131,130.45257012202555
3551,163911,441525,19874976,ZIC,0.9752004345263303,0.14312459314503118,-0.03622932609818502,0.16144454106759518,0.7919766352197634
10630,418059,434446,19620828,ZIC/2,1.1483577741815465,2.6529593421807403e-42,0.19957218785306438,9.591468390961137e-42,41.0181149001
289,16386,444787,20022501,ZIM3,0.7939463031168251,6.643788170904402e-05,-0.33288665785503424,9.414815397965033e-05,4.026188191040956
364,20235,444712,20018652,ZKSCAN1,0.8097559659003738,4.2986771219803505e-05,-0.304440902730528,6.122358325244742e-05,4.213081255901302
781,30776,444295,20008111,ZNF134,1.1428086603254084,0.00030133706181948274,0.19258387432460003,0.000418606164695045,3.3781943802177654
308,11872,444768,20027015,ZNF136,1.1681793325449639,0.00820487787701184,0.22426176592466118,0.010469572675644067,1.9800710440515406
511,23644,444565,20015243,ZNF140,0.9730284716796538,0.5658712309668282,-0.03944607472159526,0.5999085982430284,0.22191491345387518
4332,162440,440744,19876447,ZNF143,1.202673698277855,4.073883250781848e-31,0.2662452728285694,1.2221649752345543e-30,29.912870166435468
314,12770,444762,20026117,ZNF146,1.1071534698168417,0.07673455073338162,0.14685521741975172,0.09054034856407371,1.0431578378818267
90,5029,444986,20033858,ZNF232,0.8057106744324465,0.04381790955458315,-0.3116662257332756,0.05307559514540355,1.2751051273189948
170,11557,444906,20027330,ZNF24,0.6621533786362482,1.5951913152704097e-08,-0.5947626588701908,2.615371807594509e-08,7.582466562051653
155,6968,444921,20031919,ZNF250,1.0015282570281812,0.9675744822661166,0.002203125792990894,0.9744857285680175,0.011224516781910089
252,21769,444824,20017118,ZNF257,0.5209252389919342,1.8598078553866155e-30,-0.9408517570761596,5.406864074422944e-30,29.26705454821059
530,20588,444546,20018299,ZNF274,1.1592368414800316,0.0010245729030379947,0.21317535074586894,0.0013628752766826156,2.8655438867382945
3648,44428,441428,19994459,ZNF28,3.719185559588389,7.36023e-316,1.89498672945557,6.9186162146e-314,313.15998075965695
326,14793,444750,20024094,ZNF282,0.9921978037787117,0.9111454615406935,-0.011300331046277362,0.9275921305215724,0.03264294447298287
170,9911,444906,20028976,ZNF306,0.7721860093575841,0.000625283098315343,-0.372979679448931,0.000851834945531047,3.069644547474298
309,15304,444767,20023583,ZNF317,0.9089976447208441,0.0994040096790415,-0.1376515385911486,0.11583442450202357,0.9361623546887042
5368,150519,439708,19888368,ZNF320,1.6130802090862209,3.987081458092876e-223,0.6898181771010602,7.027231069888694e-222,221.15321576572737
4118,118995,440958,19919892,ZNF324,1.563318194109174,5.440689299695234e-152,0.6446114509815172,6.67075818484372e-151,150.17582480224826
741,31534,444335,20007353,ZNF329,1.0580793916915436,0.13117694783626233,0.08144788236919866,0.14916088423316926,0.8263450507837267
1500,56237,443576,19982650,ZNF331,1.2015840520383658,9.01900462972665e-12,0.26493756999723933,1.6515320166122826e-11,10.782113002654816
2142,94779,442934,19944108,ZNF332,1.0176136952491823,0.4265776243438324,0.025189991944737398,0.45914080177465927,0.33805411172490624
3707,135648,441369,19903239,ZNF335,1.2323416377175802,1.0112493824629788e-33,0.30140226473010484,3.168581398384e-33,32.49913513170903
8434,184256,436642,19854631,ZNF354,2.0813651105843047,7.36023e-316,1.057530063115687,6.9186162146e-314,313.15998075965695
391,14290,444685,20024597,ZNF382,1.2321280169914193,8.16502007297803e-05,0.3011521585359008,0.00011512678302899022,3.938823630596137
111,10939,444965,20027948,ZNF384/1,0.4567262361944677,8.453725381767617e-21,-1.1305984285771,2.0202970827614135e-20,19.69458476326761
2404,348871,442672,19690016,ZNF384/2,0.30650220945988094,1e-300,-1.7060306210844403,2.563636363636364e-299,298.5911435768389
1541,45018,443535,19993869,ZNF41,1.5430691470354039,2.515522451638734e-55,0.6258027124918546,1.182295552270205e-54,53.92727394420323
94,5997,444982,20032890,ZNF410,0.7056591340917233,0.0005047847594071622,-0.5029566313754416,0.0006910160298680571,3.1605118779478056
376,23088,444700,20015799,ZNF418,0.7330056680506422,3.9225896533159907e-10,-0.4481037406797935,6.957045800220814e-10,9.157575137548244
835,42154,444241,19996733,ZNF423,0.8916370248608928,0.0009250109445490342,-0.16547156972738852,0.0012421575541087032,2.905823315157544
327,15166,444749,20023721,ZNF431,0.970748003802213,0.6197669581142005,-0.04283125943669878,0.6521428439858378,0.18565726690585513
65,2938,445011,20035949,ZNF435,0.9960949458880831,1.0,-0.005644831074485393,1.0,-0.0
800,27375,444276,20011512,ZNF436,1.3163243334977381,1.983130902656031e-13,0.39651500326659506,3.8304309215684986e-13,12.416752365370288
645,61610,444431,19977277,ZNF449,0.47058757152221253,6.778778458120872e-104,-1.0874648761952006,4.901578269718169e-103,102.30966405803974
60,2178,445016,20036709,ZNF490,1.24034968303489,0.10989474915183464,0.3107469067900121,0.12649109902374436,0.8979400340207941
439,27283,444637,20011604,ZNF524,0.7241836213052492,1.9536135778564007e-12,-0.46557254680691207,3.672793526370033e-12,11.43500348572457
482,31356,444594,20007531,ZNF528,0.691761334107858,1.950895668844821e-17,-0.5316537181377954,4.264748671428213e-17,16.370106557422137
227,35699,444849,20003188,ZNF53,0.28592781429331643,1.625045280622484e-122,-1.8062771265755038,1.3093221975301156e-121,120.88295346926955
544,22551,444532,20016336,ZNF547,1.0862121287555333,0.057846590287911,0.11930587774481852,0.06912177314063941,1.1603851296825451
414,22747,444662,20016140,ZNF549,0.819269008265348,4.0206173164251534e-05,-0.2875908540500295,5.755401437725347e-05,4.23992437905267
1815,70030,443261,19968857,ZNF554,1.1675787657855554,2.0222622060266435e-10,0.2235198785646354,3.609354063920971e-10,9.442570513212079
2612,98576,442464,19940311,ZNF563,1.194141983578273,3.8377319599954435e-18,0.2559743833582392,8.521578052903269e-18,17.069479973753555
330,28502,444746,20010385,ZNF57,0.5209331534969914,2.1691755169981357e-39,-0.940829838133471,7.282232092779456e-39,38.13773548373672
208,8160,444868,20030727,ZNF586,1.1477273232139182,0.05115065664890174,0.19877992757629126,0.061643099038420045,1.2101155357314772
71,7437,445005,20031450,ZNF652,0.42974226046628217,4.321765086474169e-16,-1.2184564374701439,8.831433002795042e-16,15.053968821370072
873,39522,444203,19999365,ZNF667,0.994512048976512,0.8913088523613544,-0.007939244800329344,0.9106851317605142,0.04063175384589346
357,14711,444719,20024176,ZNF680,1.0926850218340158,0.09909859747317946,0.12787758863368842,0.11583442450202357,0.9361623546887042
563,24968,444513,20013919,ZNF708,1.0152483920580018,0.7150160235164709,0.021832742335585995,0.7467945134505362,0.12679888138566647
100,5396,444976,20033491,ZNF713,0.8343496854189373,0.07842675833665047,-0.2612759346150494,0.0921514410455643,1.0354978689826897
1606,54796,443470,19984091,ZNF768,1.3207384965187534,7.514715474407634e-26,0.4013448442362007,1.962175707206438e-25,24.70726210538957
83,5460,444993,20033427,ZNF784,0.6843645706934568,0.00032053522015825734,-0.5471630209278,0.00044309280433641455,3.3535053026931982
465,22250,444611,20016637,ZNF85,0.9408791566034785,0.20223863699499628,-0.08791865499863293,0.22631466520868632,0.64528730281572
1764,82609,443312,19956278,ZSCAN3,0.9612608917547211,0.10252106323776128,-0.057000054981688815,0.1189750610413526,0.9245440637099924
1990,59846,443086,19979041,ZSCAN4,1.4993552968846384,1.405226556147349e-62,0.5843422941036419,7.0763194434562925e-62,61.15019257013782
